level,question,answer
easy,У храмі було ๙๒ ліхтарів. Додали ๑๘. Скільки стало?,๑๑๐
easy,У храмі було ๙๓ ліхтарів. Додали ๑๙. Скільки стало?,๑๑๒
easy,У храмі було ๙๔ ліхтарів. Додали ๒๐. Скільки стало?,๑๑๔
easy,У храмі було ๙๕ ліхтарів. Додали ๒๑. Скільки стало?,๑๑๖
easy,У храмі було ๙๖ ліхтарів. Додали ๒๒. Скільки стало?,๑๑๘
easy,У храмі було ๙๗ ліхтарів. Додали ๒๓. Скільки стало?,๑๒๐
easy,У храмі було ๙๘ ліхтарів. Додали ๒๔. Скільки стало?,๑๒๒
easy,У храмі було ๙๙ ліхтарів. Додали ๒๕. Скільки стало?,๑๒๔
easy,У храмі було ๑๐๐ ліхтарів. Додали ๑๑. Скільки стало?,๑๑๑
easy,У храмі було ๑๐๑ ліхтарів. Додали ๑๒. Скільки стало?,๑๑๓
easy,У храмі було ๑๐๒ ліхтарів. Додали ๑๓. Скільки стало?,๑๑๕
easy,У храмі було ๑๐๓ ліхтарів. Додали ๑๔. Скільки стало?,๑๑๗
easy,У храмі було ๑๐๔ ліхтарів. Додали ๑๕. Скільки стало?,๑๑๙
easy,У храмі було ๑๐๕ ліхтарів. Додали ๑๖. Скільки стало?,๑๒๑
easy,У храмі було ๑๐๖ ліхтарів. Додали ๑๗. Скільки стало?,๑๒๓
easy,У храмі було ๑๐๗ ліхтарів. Додали ๑๘. Скільки стало?,๑๒๕
easy,У храмі було ๑๐๘ ліхтарів. Додали ๑๙. Скільки стало?,๑๒๗
easy,У храмі було ๑๐๙ ліхтарів. Додали ๒๐. Скільки стало?,๑๒๙
easy,У храмі було ๑๑๐ ліхтарів. Додали ๒๑. Скільки стало?,๑๓๑
middle,У храмі було ๒๑ ліхтарів. Забрали ๒๒. Скільки стало?,-๑
middle,У храмі було ๒๒ ліхтарів. Забрали ๒๓. Скільки стало?,-๑
middle,У храмі було ๒๓ ліхтарів. Забрали ๒๔. Скільки стало?,-๑
middle,У храмі було ๒๔ ліхтарів. Забрали ๒๕. Скільки стало?,-๑
middle,У храмі було ๒๕ ліхтарів. Забрали ๒๖. Скільки стало?,-๑
middle,У храмі було ๒๖ ліхтарів. Забрали ๒๗. Скільки стало?,-๑
middle,У храмі було ๒๗ ліхтарів. Забрали ๒๘. Скільки стало?,-๑
middle,У храмі було ๒๘ ліхтарів. Забрали ๒๙. Скільки стало?,-๑
middle,У храмі було ๒๙ ліхтарів. Забрали ๓๐. Скільки стало?,-๑
middle,У храмі було ๓๐ ліхтарів. Забрали ๓๑. Скільки стало?,-๑
middle,У храмі було ๓๑ ліхтарів. Забрали ๓๒. Скільки стало?,-๑
middle,У храмі було ๓๒ ліхтарів. Забрали ๓๓. Скільки стало?,-๑
middle,У храмі було ๓๓ ліхтарів. Забрали ๓๔. Скільки стало?,-๑
middle,У храмі було ๓๔ ліхтарів. Забрали ๓๕. Скільки стало?,-๑
middle,У храмі було ๓๕ ліхтарів. Забрали ๒๑. Скільки стало?,๑๔
middle,У храмі було ๓๖ ліхтарів. Забрали ๒๒. Скільки стало?,๑๔
middle,У храмі було ๓๗ ліхтарів. Забрали ๒๓. Скільки стало?,๑๔
middle,У храмі було ๓๘ ліхтарів. Забрали ๒๔. Скільки стало?,๑๔
middle,У храмі було ๓๙ ліхтарів. Забрали ๒๕. Скільки стало?,๑๔
middle,У храмі було ๔๐ ліхтарів. Забрали ๒๖. Скільки стало?,๑๔
middle,У храмі було ๔๑ ліхтарів. Забрали ๒๗. Скільки стало?,๑๔
middle,У храмі було ๔๒ ліхтарів. Забрали ๒๘. Скільки стало?,๑๔
middle,У храмі було ๔๓ ліхтарів. Забрали ๒๙. Скільки стало?,๑๔
middle,У храмі було ๔๔ ліхтарів. Забрали ๓๐. Скільки стало?,๑๔
middle,У храмі було ๔๕ ліхтарів. Забрали ๓๑. Скільки стало?,๑๔
middle,У храмі було ๔๖ ліхтарів. Забрали ๓๒. Скільки стало?,๑๔
middle,У храмі було ๔๗ ліхтарів. Забрали ๓๓. Скільки стало?,๑๔
middle,У храмі було ๔๘ ліхтарів. Забрали ๓๔. Скільки стало?,๑๔
middle,У храмі було ๔๙ ліхтарів. Забрали ๓๕. Скільки стало?,๑๔
middle,У храмі було ๕๐ ліхтарів. Забрали ๒๑. Скільки стало?,๒๙
middle,У храмі було ๕๑ ліхтарів. Забрали ๒๒. Скільки стало?,๒๙
middle,У храмі було ๕๒ ліхтарів. Забрали ๒๓. Скільки стало?,๒๙
middle,У храмі було ๕๓ ліхтарів. Забрали ๒๔. Скільки стало?,๒๙
middle,У храмі було ๕๔ ліхтарів. Забрали ๒๕. Скільки стало?,๒๙
middle,У храмі було ๕๕ ліхтарів. Забрали ๒๖. Скільки стало?,๒๙
middle,У храмі було ๕๖ ліхтарів. Забрали ๒๗. Скільки стало?,๒๙
middle,У храмі було ๕๗ ліхтарів. Забрали ๒๘. Скільки стало?,๒๙
middle,У храмі було ๕๘ ліхтарів. Забрали ๒๙. Скільки стало?,๒๙
middle,У храмі було ๕๙ ліхтарів. Забрали ๓๐. Скільки стало?,๒๙
middle,У храмі було ๖๐ ліхтарів. Забрали ๓๑. Скільки стало?,๒๙
middle,У храмі було ๖๑ ліхтарів. Забрали ๓๒. Скільки стало?,๒๙
middle,У храмі було ๖๒ ліхтарів. Забрали ๓๓. Скільки стало?,๒๙
middle,У храмі було ๖๓ ліхтарів. Забрали ๓๔. Скільки стало?,๒๙
middle,У храмі було ๖๔ ліхтарів. Забрали ๓๕. Скільки стало?,๒๙
middle,У храмі було ๖๕ ліхтарів. Забрали ๒๑. Скільки стало?,๔๔
middle,У храмі було ๖๖ ліхтарів. Забрали ๒๒. Скільки стало?,๔๔
middle,У храмі було ๖๗ ліхтарів. Забрали ๒๓. Скільки стало?,๔๔
middle,У храмі було ๖๘ ліхтарів. Забрали ๒๔. Скільки стало?,๔๔
middle,У храмі було ๖๙ ліхтарів. Забрали ๒๕. Скільки стало?,๔๔
middle,У храмі було ๗๐ ліхтарів. Забрали ๒๖. Скільки стало?,๔๔
middle,У храмі було ๗๑ ліхтарів. Забрали ๒๗. Скільки стало?,๔๔
middle,У храмі було ๗๒ ліхтарів. Забрали ๒๘. Скільки стало?,๔๔
middle,У храмі було ๗๓ ліхтарів. Забрали ๒๙. Скільки стало?,๔๔
middle,У храмі було ๗๔ ліхтарів. Забрали ๓๐. Скільки стало?,๔๔
middle,У храмі було ๗๕ ліхтарів. Забрали ๓๑. Скільки стало?,๔๔
middle,У храмі було ๗๖ ліхтарів. Забрали ๓๒. Скільки стало?,๔๔
middle,У храмі було ๗๗ ліхтарів. Забрали ๓๓. Скільки стало?,๔๔
middle,У храмі було ๗๘ ліхтарів. Забрали ๓๔. Скільки стало?,๔๔
middle,У храмі було ๗๙ ліхтарів. Забрали ๓๕. Скільки стало?,๔๔
middle,У храмі було ๘๐ ліхтарів. Забрали ๒๑. Скільки стало?,๕๙
middle,У храмі було ๘๑ ліхтарів. Забрали ๒๒. Скільки стало?,๕๙
middle,У храмі було ๘๒ ліхтарів. Забрали ๒๓. Скільки стало?,๕๙
middle,У храмі було ๘๓ ліхтарів. Забрали ๒๔. Скільки стало?,๕๙
middle,У храмі було ๘๔ ліхтарів. Забрали ๒๕. Скільки стало?,๕๙
middle,У храмі було ๘๕ ліхтарів. Забрали ๒๖. Скільки стало?,๕๙
middle,У храмі було ๘๖ ліхтарів. Забрали ๒๗. Скільки стало?,๕๙
middle,У храмі було ๘๗ ліхтарів. Забрали ๒๘. Скільки стало?,๕๙
middle,У храмі було ๘๘ ліхтарів. Забрали ๒๙. Скільки стало?,๕๙
middle,У храмі було ๘๙ ліхтарів. Забрали ๓๐. Скільки стало?,๕๙
middle,У храмі було ๙๐ ліхтарів. Забрали ๓๑. Скільки стало?,๕๙
middle,У храмі було ๙๑ ліхтарів. Забрали ๓๒. Скільки стало?,๕๙
middle,У храмі було ๙๒ ліхтарів. Забрали ๓๓. Скільки стало?,๕๙
middle,У храмі було ๙๓ ліхтарів. Забрали ๓๔. Скільки стало?,๕๙
middle,У храмі було ๙๔ ліхтарів. Забрали ๓๕. Скільки стало?,๕๙
middle,У храмі було ๙๕ ліхтарів. Забрали ๒๑. Скільки стало?,๗๔
middle,У храмі було ๙๖ ліхтарів. Забрали ๒๒. Скільки стало?,๗๔
middle,У храмі було ๙๗ ліхтарів. Забрали ๒๓. Скільки стало?,๗๔
middle,У храмі було ๙๘ ліхтарів. Забрали ๒๔. Скільки стало?,๗๔
middle,У храмі було ๙๙ ліхтарів. Забрали ๒๕. Скільки стало?,๗๔
middle,У храмі було ๑๐๐ ліхтарів. Забрали ๒๖. Скільки стало?,๗๔
middle,У храмі було ๑๐๑ ліхтарів. Забрали ๒๗. Скільки стало?,๗๔
middle,У храмі було ๑๐๒ ліхтарів. Забрали ๒๘. Скільки стало?,๗๔
middle,У храмі було ๑๐๓ ліхтарів. Забрали ๒๙. Скільки стало?,๗๔
middle,У храмі було ๑๐๔ ліхтарів. Забрали ๓๐. Скільки стало?,๗๔
middle,У храмі було ๑๐๕ ліхтарів. Забрали ๓๑. Скільки стало?,๗๔
middle,У храмі було ๑๐๖ ліхтарів. Забрали ๓๒. Скільки стало?,๗๔
middle,У храмі було ๑๐๗ ліхтарів. Забрали ๓๓. Скільки стало?,๗๔
middle,У храмі було ๑๐๘ ліхтарів. Забрали ๓๔. Скільки стало?,๗๔
middle,У храмі було ๑๐๙ ліхтарів. Забрали ๓๕. Скільки стало?,๗๔
middle,У храмі було ๑๑๐ ліхтарів. Забрали ๒๑. Скільки стало?,๘๙
middle,У храмі було ๑๑๑ ліхтарів. Забрали ๒๒. Скільки стало?,๘๙
middle,У храмі було ๑๑๒ ліхтарів. Забрали ๒๓. Скільки стало?,๘๙
middle,У храмі було ๑๑๓ ліхтарів. Забрали ๒๔. Скільки стало?,๘๙
middle,У храмі було ๑๑๔ ліхтарів. Забрали ๒๕. Скільки стало?,๘๙
middle,У храмі було ๑๑๕ ліхтарів. Забрали ๒๖. Скільки стало?,๘๙
middle,У храмі було ๑๑๖ ліхтарів. Забрали ๒๗. Скільки стало?,๘๙
middle,У храмі було ๑๑๗ ліхтарів. Забрали ๒๘. Скільки стало?,๘๙
middle,У храмі було ๑๑๘ ліхтарів. Забрали ๒๙. Скільки стало?,๘๙
middle,У храмі було ๑๑๙ ліхтарів. Забрали ๓๐. Скільки стало?,๘๙
middle,У храмі було ๑๒๐ ліхтарів. Забрали ๓๑. Скільки стало?,๘๙
hard,У храмі було ๓๑ ліхтарів. Привезли ще ๓๒. Скільки стало?,๖๓
hard,У храмі було ๓๒ ліхтарів. Привезли ще ๓๓. Скільки стало?,๖๕
hard,У храмі було ๓๓ ліхтарів. Привезли ще ๓๔. Скільки стало?,๖๗
hard,У храмі було ๓๔ ліхтарів. Привезли ще ๓๕. Скільки стало?,๖๙
hard,У храмі було ๓๕ ліхтарів. Привезли ще ๓๖. Скільки стало?,๗๑
hard,У храмі було ๓๖ ліхтарів. Привезли ще ๓๗. Скільки стало?,๗๓
hard,У храмі було ๓๗ ліхтарів. Привезли ще ๓๘. Скільки стало?,๗๕
hard,У храмі було ๓๘ ліхтарів. Привезли ще ๓๙. Скільки стало?,๗๗
hard,У храмі було ๓๙ ліхтарів. Привезли ще ๔๐. Скільки стало?,๗๙
hard,У храмі було ๔๐ ліхтарів. Привезли ще ๔๑. Скільки стало?,๘๑
hard,У храмі було ๔๑ ліхтарів. Привезли ще ๔๒. Скільки стало?,๘๓
hard,У храмі було ๔๒ ліхтарів. Привезли ще ๔๓. Скільки стало?,๘๕
hard,У храмі було ๔๓ ліхтарів. Привезли ще ๔๔. Скільки стало?,๘๗
hard,У храмі було ๔๔ ліхтарів. Привезли ще ๔๕. Скільки стало?,๘๙
hard,У храмі було ๔๕ ліхтарів. Привезли ще ๓๑. Скільки стало?,๗๖
hard,У храмі було ๔๖ ліхтарів. Привезли ще ๓๒. Скільки стало?,๗๘
hard,У храмі було ๔๗ ліхтарів. Привезли ще ๓๓. Скільки стало?,๘๐
hard,У храмі було ๔๘ ліхтарів. Привезли ще ๓๔. Скільки стало?,๘๒
hard,У храмі було ๔๙ ліхтарів. Привезли ще ๓๕. Скільки стало?,๘๔
hard,У храмі було ๕๐ ліхтарів. Привезли ще ๓๖. Скільки стало?,๘๖
hard,У храмі було ๕๑ ліхтарів. Привезли ще ๓๗. Скільки стало?,๘๘
hard,У храмі було ๕๒ ліхтарів. Привезли ще ๓๘. Скільки стало?,๙๐
hard,У храмі було ๕๓ ліхтарів. Привезли ще ๓๙. Скільки стало?,๙๒
hard,У храмі було ๕๔ ліхтарів. Привезли ще ๔๐. Скільки стало?,๙๔
hard,У храмі було ๕๕ ліхтарів. Привезли ще ๔๑. Скільки стало?,๙๖
hard,У храмі було ๕๖ ліхтарів. Привезли ще ๔๒. Скільки стало?,๙๘
hard,У храмі було ๕๗ ліхтарів. Привезли ще ๔๓. Скільки стало?,๑๐๐
hard,У храмі було ๕๘ ліхтарів. Привезли ще ๔๔. Скільки стало?,๑๐๒
hard,У храмі було ๕๙ ліхтарів. Привезли ще ๔๕. Скільки стало?,๑๐๔
hard,У храмі було ๖๐ ліхтарів. Привезли ще ๓๑. Скільки стало?,๙๑
hard,У храмі було ๖๑ ліхтарів. Привезли ще ๓๒. Скільки стало?,๙๓
hard,У храмі було ๖๒ ліхтарів. Привезли ще ๓๓. Скільки стало?,๙๕
hard,У храмі було ๖๓ ліхтарів. Привезли ще ๓๔. Скільки стало?,๙๗
hard,У храмі було ๖๔ ліхтарів. Привезли ще ๓๕. Скільки стало?,๙๙
hard,У храмі було ๖๕ ліхтарів. Привезли ще ๓๖. Скільки стало?,๑๐๑
hard,У храмі було ๖๖ ліхтарів. Привезли ще ๓๗. Скільки стало?,๑๐๓
hard,У храмі було ๖๗ ліхтарів. Привезли ще ๓๘. Скільки стало?,๑๐๕
hard,У храмі було ๖๘ ліхтарів. Привезли ще ๓๙. Скільки стало?,๑๐๗
hard,У храмі було ๖๙ ліхтарів. Привезли ще ๔๐. Скільки стало?,๑๐๙
hard,У храмі було ๗๐ ліхтарів. Привезли ще ๔๑. Скільки стало?,๑๑๑
hard,У храмі було ๗๑ ліхтарів. Привезли ще ๔๒. Скільки стало?,๑๑๓
hard,У храмі було ๗๒ ліхтарів. Привезли ще ๔๓. Скільки стало?,๑๑๕
hard,У храмі було ๗๓ ліхтарів. Привезли ще ๔๔. Скільки стало?,๑๑๗
hard,У храмі було ๗๔ ліхтарів. Привезли ще ๔๕. Скільки стало?,๑๑๙
hard,У храмі було ๗๕ ліхтарів. Привезли ще ๓๑. Скільки стало?,๑๐๖
hard,У храмі було ๗๖ ліхтарів. Привезли ще ๓๒. Скільки стало?,๑๐๘
hard,У храмі було ๗๗ ліхтарів. Привезли ще ๓๓. Скільки стало?,๑๑๐
hard,У храмі було ๗๘ ліхтарів. Привезли ще ๓๔. Скільки стало?,๑๑๒
hard,У храмі було ๗๙ ліхтарів. Привезли ще ๓๕. Скільки стало?,๑๑๔
hard,У храмі було ๘๐ ліхтарів. Привезли ще ๓๖. Скільки стало?,๑๑๖
hard,У храмі було ๘๑ ліхтарів. Привезли ще ๓๗. Скільки стало?,๑๑๘
hard,У храмі було ๘๒ ліхтарів. Привезли ще ๓๘. Скільки стало?,๑๒๐
hard,У храмі було ๘๓ ліхтарів. Привезли ще ๓๙. Скільки стало?,๑๒๒
hard,У храмі було ๘๔ ліхтарів. Привезли ще ๔๐. Скільки стало?,๑๒๔
hard,У храмі було ๘๕ ліхтарів. Привезли ще ๔๑. Скільки стало?,๑๒๖
hard,У храмі було ๘๖ ліхтарів. Привезли ще ๔๒. Скільки стало?,๑๒๘
hard,У храмі було ๘๗ ліхтарів. Привезли ще ๔๓. Скільки стало?,๑๓๐
hard,У храмі було ๘๘ ліхтарів. Привезли ще ๔๔. Скільки стало?,๑๓๒
hard,У храмі було ๘๙ ліхтарів. Привезли ще ๔๕. Скільки стало?,๑๓๔
hard,У храмі було ๙๐ ліхтарів. Привезли ще ๓๑. Скільки стало?,๑๒๑
hard,У храмі було ๙๑ ліхтарів. Привезли ще ๓๒. Скільки стало?,๑๒๓
hard,У храмі було ๙๒ ліхтарів. Привезли ще ๓๓. Скільки стало?,๑๒๕
hard,У храмі було ๙๓ ліхтарів. Привезли ще ๓๔. Скільки стало?,๑๒๗
hard,У храмі було ๙๔ ліхтарів. Привезли ще ๓๕. Скільки стало?,๑๒๙
hard,У храмі було ๙๕ ліхтарів. Привезли ще ๓๖. Скільки стало?,๑๓๑
hard,У храмі було ๙๖ ліхтарів. Привезли ще ๓๗. Скільки стало?,๑๓๓
hard,У храмі було ๙๗ ліхтарів. Привезли ще ๓๘. Скільки стало?,๑๓๕
hard,У храмі було ๙๘ ліхтарів. Привезли ще ๓๙. Скільки стало?,๑๓๗
hard,У храмі було ๙๙ ліхтарів. Привезли ще ๔๐. Скільки стало?,๑๓๙
hard,У храмі було ๑๐๐ ліхтарів. Привезли ще ๔๑. Скільки стало?,๑๔๑
hard,У храмі було ๑๐๑ ліхтарів. Привезли ще ๔๒. Скільки стало?,๑๔๓
hard,У храмі було ๑๐๒ ліхтарів. Привезли ще ๔๓. Скільки стало?,๑๔๕
hard,У храмі було ๑๐๓ ліхтарів. Привезли ще ๔๔. Скільки стало?,๑๔๗
hard,У храмі було ๑๐๔ ліхтарів. Привезли ще ๔๕. Скільки стало?,๑๔๙
hard,У храмі було ๑๐๕ ліхтарів. Привезли ще ๓๑. Скільки стало?,๑๓๖
hard,У храмі було ๑๐๖ ліхтарів. Привезли ще ๓๒. Скільки стало?,๑๓๘
hard,У храмі було ๑๐๗ ліхтарів. Привезли ще ๓๓. Скільки стало?,๑๔๐
hard,У храмі було ๑๐๘ ліхтарів. Привезли ще ๓๔. Скільки стало?,๑๔๒
hard,У храмі було ๑๐๙ ліхтарів. Привезли ще ๓๕. Скільки стало?,๑๔๔
hard,У храмі було ๑๑๐ ліхтарів. Привезли ще ๓๖. Скільки стало?,๑๔๖
hard,У храмі було ๑๑๑ ліхтарів. Привезли ще ๓๗. Скільки стало?,๑๔๘
hard,У храмі було ๑๑๒ ліхтарів. Привезли ще ๓๘. Скільки стало?,๑๕๐
hard,У храмі було ๑๑๓ ліхтарів. Привезли ще ๓๙. Скільки стало?,๑๕๒
hard,У храмі було ๑๑๔ ліхтарів. Привезли ще ๔๐. Скільки стало?,๑๕๔
hard,У храмі було ๑๑๕ ліхтарів. Привезли ще ๔๑. Скільки стало?,๑๕๖
hard,У храмі було ๑๑๖ ліхтарів. Привезли ще ๔๒. Скільки стало?,๑๕๘
hard,У храмі було ๑๑๗ ліхтарів. Привезли ще ๔๓. Скільки стало?,๑๖๐
hard,У храмі було ๑๑๘ ліхтарів. Привезли ще ๔๔. Скільки стало?,๑๖๒
hard,У храмі було ๑๑๙ ліхтарів. Привезли ще ๔๕. Скільки стало?,๑๖๔
hard,У храмі було ๑๒๐ ліхтарів. Привезли ще ๓๑. Скільки стало?,๑๕๑
hard,У храмі було ๑๒๑ ліхтарів. Привезли ще ๓๒. Скільки стало?,๑๕๓
hard,У храмі було ๑๒๒ ліхтарів. Привезли ще ๓๓. Скільки стало?,๑๕๕
hard,У храмі було ๑๒๓ ліхтарів. Привезли ще ๓๔. Скільки стало?,๑๕๗
hard,У храмі було ๑๒๔ ліхтарів. Привезли ще ๓๕. Скільки стало?,๑๕๙
hard,У храмі було ๑๒๕ ліхтарів. Привезли ще ๓๖. Скільки стало?,๑๖๑
hard,У храмі було ๑๒๖ ліхтарів. Привезли ще ๓๗. Скільки стало?,๑๖๓
hard,У храмі було ๑๒๗ ліхтарів. Привезли ще ๓๘. Скільки стало?,๑๖๕
hard,У храмі було ๑๒๘ ліхтарів. Привезли ще ๓๙. Скільки стало?,๑๖๗
hard,У храмі було ๑๒๙ ліхтарів. Привезли ще ๔๐. Скільки стало?,๑๖๙
hard,У храмі було ๑๓๐ ліхтарів. Привезли ще ๔๑. Скільки стало?,๑๗๑
very_hard,Було ๔๑ монахів. Кожен запалив по ๔ свічок. Скільки всього?,๑๖๔
very_hard,Було ๔๒ монахів. Кожен запалив по ๕ свічок. Скільки всього?,๒๑๐
very_hard,Було ๔๓ монахів. Кожен запалив по ๖ свічок. Скільки всього?,๒๕๘
very_hard,Було ๔๔ монахів. Кожен запалив по ๒ свічок. Скільки всього?,๘๘
very_hard,Було ๔๕ монахів. Кожен запалив по ๓ свічок. Скільки всього?,๑๓๕
very_hard,Було ๔๖ монахів. Кожен запалив по ๔ свічок. Скільки всього?,๑๘๔
very_hard,Було ๔๗ монахів. Кожен запалив по ๕ свічок. Скільки всього?,๒๓๕
